,선수명,경기수,전체 출전시간,득점 전체,득점 평균,2점슛 성공,2점슛 시도,2점슛 성공률,3점슛 성공,3점슛 시도,3점슛 성공률,자유투 성공,자유투 시도,자유투 성공률,공격 리바운드,수비 리바운드,평균 리바운드,전체 어시스트,평균 어시스트,스틸,블록,덩크슛 성공,덩크슛 시도,파울(자유튜유),파울(자유투무),IDF,테크니컬 파울,굿디펜스,속공,FBF,턴오버,팀 리바운드,팀 턴오버,대회년도,대학교,대회명
1704,이호현,4,2:10:00,37,9,14,27,51.90%,1,9,11.10%,6,6,100.00%,5,17,5,15,3.8,5,0,0,0,3,2,0,0,5,2,0,9,7,0,2013,중앙대학교,MBC배 대학리그
1705,이호현,15,9:52:31,259,17,81,166,48.80%,25,80,31.30%,22,25,88.00%,13,51,4,49,3.3,19,3,0,0,13,15,0,0,4,20,6,53,28,5,2014,중앙대학교,대학농구리그
1706,이호현,4,2:40:00,75,18,22,40,55.00%,6,20,30.00%,13,19,68.40%,7,15,5,15,3.8,7,1,0,0,0,5,0,0,2,8,2,8,0,0,2014,중앙대학교,MBC배 대학리그
1707,이흥배,5,3:09:50,19,3,7,11,63.60%,0,2,0.00%,5,12,41.70%,7,4,2,4,0.8,12,0,0,0,11,10,0,0,4,1,0,7,0,0,1999,성균관대학교,MBC배 대학리그
1708,임동섭,5,0:47:01,22,4,2,7,28.60%,6,13,46.20%,0,0,0.00%,3,7,2,0,0,3,1,0,0,0,3,0,0,1,0,0,2,0,0,2009,중앙대학교,MBC배 대학리그
1709,임동섭,5,1:29:42,32,6,10,18,55.60%,2,10,20.00%,6,8,75.00%,2,13,3,5,1,2,4,0,0,5,5,0,0,1,0,0,7,0,0,2010,중앙대학교,MBC배 대학리그
1710,임동섭,18,7:18:08,193,10,61,121,50.40%,14,40,35.00%,29,49,59.20%,49,74,6,33,1.8,19,17,0,0,17,21,0,0,12,16,2,35,0,0,2011,중앙대학교,대학농구리그
1711,임동섭,5,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,중앙대학교,MBC배 대학리그
1712,임동섭,21,10:09:16,316,15,105,182,57.70%,17,56,30.40%,55,79,69.60%,54,111,7,42,2,16,13,0,0,19,27,0,0,17,29,7,44,0,0,2012,중앙대학교,대학농구리그
1713,임동섭,3,1:00:36,41,13,19,24,79.20%,1,1,100.00%,0,0,0.00%,4,11,5,3,1,3,5,0,0,1,3,0,0,1,8,1,2,0,0,2012,중앙대학교,MBC배 대학리그
1714,임상욱,2,0:06:54,2,1,1,1,100.00%,0,2,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2005,명지대학교,MBC배 대학리그
1715,임상욱,3,1:43:57,29,9,6,16,37.50%,4,14,28.60%,5,6,83.30%,1,5,2,0,0,4,0,0,0,1,5,0,0,4,0,0,8,0,0,2010,상명대학교,MBC배 대학리그
1716,임승필,11,0:46:06,9,0,3,10,30.00%,0,0,0.00%,3,4,75.00%,5,8,1,0,0,0,0,0,0,7,1,0,0,1,1,0,2,0,0,2011,동국대학교,대학농구리그
1717,임승필,3,0:05:54,4,1,2,2,100.00%,0,0,0.00%,0,0,0.00%,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2011,동국대학교,MBC배 대학리그
1718,임승필,5,0:03:40,3,0,1,1,100.00%,0,0,0.00%,1,2,50.00%,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2012,동국대학교,대학농구리그
1719,임승필,16,2:57:26,48,3,17,30,56.70%,1,3,33.30%,11,19,57.90%,19,30,3,4,0.3,3,2,0,0,19,15,0,0,1,2,0,15,1,0,2013,동국대학교,대학농구리그
1720,임승필,3,0:25:56,3,1,1,4,25.00%,0,0,0.00%,1,3,33.30%,4,3,2,1,0.3,2,0,0,0,3,1,0,0,0,0,0,2,0,0,2013,동국대학교,MBC배 대학리그
1721,임영훈,5,0:39:54,20,4,5,16,31.30%,1,2,50.00%,7,10,70.00%,1,4,1,0,0,2,1,0,0,2,4,0,0,3,0,0,3,0,0,1999,성균관대학교,MBC배 대학리그
1722,임영훈,5,1:21:28,45,9,12,16,75.00%,3,6,50.00%,12,18,66.70%,5,5,2,1,0.2,0,1,0,0,11,9,0,0,3,0,0,0,0,0,2000,성균관대학교,MBC배 대학리그
1723,임재현,4,2:31:10,51,12,15,27,55.60%,3,7,42.90%,12,14,85.70%,1,12,3,20,5,10,0,0,0,7,6,0,0,2,3,0,10,0,0,1999,중앙대학교,MBC배 대학리그
1724,임정헌,12,0:49:09,14,1,2,5,40.00%,3,9,33.30%,1,2,50.00%,4,4,0,2,0.2,1,0,0,0,1,1,0,0,1,0,0,3,0,0,2015,명지대학교,대학농구리그
1725,임정헌,15,6:00:25,103,6,21,58,36.20%,17,60,28.30%,10,15,66.70%,12,45,3,13,0.9,19,3,0,0,13,17,0,0,11,7,5,25,4,3,2016,명지대학교,대학농구리그
1726,임정헌,3,0:35:43,8,2,3,6,50.00%,0,5,0.00%,2,2,100.00%,3,3,2,1,0.3,2,0,0,0,0,0,0,0,1,1,1,2,0,0,2016,명지대학교,MBC배 대학리그
1727,임정헌,16,4:13:27,75,4,19,37,51.40%,10,37,27.00%,7,10,70.00%,14,37,3,13,0.8,9,1,0,0,12,13,0,0,1,7,0,12,1,0,2017,명지대학교,대학농구리그
1728,임정헌,3,1:24:44,17,5,4,13,30.80%,3,15,20.00%,0,0,0.00%,5,7,4,3,1,3,0,0,0,6,2,0,0,0,3,3,3,2,0,2017,명지대학교,MBC배 대학리그
1729,임정헌,15,6:15:51,148,9,20,40,50.00%,30,114,26.30%,18,26,69.20%,16,43,3,21,1.4,16,0,0,0,19,18,0,0,2,8,6,20,9,4,2018,명지대학교,대학농구리그
1730,임정헌,3,1:07:21,22,7,0,2,0.00%,6,17,35.30%,4,4,100.00%,4,8,4,1,0.3,6,1,0,0,3,3,0,0,1,3,3,4,1,0,2018,명지대학교,MBC배 대학리그
1731,임정훈,1,0:06:41,6,6,1,2,50.00%,1,1,100.00%,1,1,100.00%,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,연세대학교,MBC배 대학리그
1732,임종일,6,2:05:38,32,5,10,22,45.50%,4,18,22.20%,0,3,0.00%,5,7,2,7,1.2,4,2,0,0,6,10,0,0,1,0,0,10,0,0,2009,성균관대학교,MBC배 대학리그
1733,임종일,4,2:17:58,42,10,5,10,50.00%,8,16,50.00%,8,12,66.70%,3,9,3,4,1,1,0,0,0,4,4,0,0,4,0,0,5,0,0,2010,성균관대학교,MBC배 대학리그
1734,임종일,22,13:10:11,508,23,176,309,57.00%,26,119,21.80%,78,112,69.60%,73,73,6,34,1.5,35,20,8,8,20,36,0,0,10,73,15,66,4,0,2011,성균관대학교,대학농구리그
1735,임종일,3,1:37:09,49,16,16,30,53.30%,4,12,33.30%,5,10,50.00%,11,9,6,6,2,2,2,0,0,4,1,0,0,1,8,0,7,2,0,2011,성균관대학교,MBC배 대학리그
1736,임종일,21,10:50:46,343,16,108,173,62.40%,23,72,31.90%,58,81,71.60%,44,62,5,48,2.3,20,6,8,8,15,29,0,0,9,32,6,50,0,0,2012,성균관대학교,대학농구리그
1737,임종일,2,1:12:55,31,15,11,17,64.70%,1,8,12.50%,6,9,66.70%,5,5,5,3,1.5,2,2,0,0,2,4,0,0,2,4,0,6,0,0,2012,성균관대학교,MBC배 대학리그
1738,임준수,15,8:22:22,129,8,31,70,44.30%,11,35,31.40%,34,42,81.00%,23,66,5,51,3.4,22,2,0,0,24,21,0,0,13,10,3,42,47,4,2011,성균관대학교,대학농구리그
1739,임준수,3,1:08:33,11,3,4,9,44.40%,0,2,0.00%,3,9,33.30%,0,10,3,3,1,1,0,0,0,6,3,0,0,3,1,0,9,2,0,2011,성균관대학교,MBC배 대학리그
1740,임준수,21,12:29:33,163,7,39,94,41.50%,13,53,24.50%,46,73,63.00%,31,106,6,77,3.7,35,6,0,0,32,34,0,0,16,16,6,61,28,5,2012,성균관대학교,대학농구리그
1741,임준수,2,1:18:19,30,15,10,20,50.00%,3,12,25.00%,1,5,20.00%,3,11,7,5,2.5,4,0,0,0,6,3,0,0,1,3,1,3,3,0,2012,성균관대학교,MBC배 대학리그
1742,임준수,16,9:11:46,172,10,59,134,44.00%,6,44,13.60%,36,60,60.00%,30,119,9,65,4.1,16,4,0,0,24,26,0,0,19,20,8,51,3,0,2013,성균관대학교,대학농구리그
1743,임준수,3,1:50:58,25,8,6,24,25.00%,3,11,27.30%,4,5,80.00%,7,24,10,7,2.3,2,0,0,0,2,8,0,0,8,2,1,10,0,0,2013,성균관대학교,MBC배 대학리그
1744,임창한,4,2:34:01,76,19,19,43,44.20%,8,31,25.80%,14,21,66.70%,7,11,4,15,3.8,1,1,0,0,3,6,0,0,7,0,0,14,0,0,2006,성균관대학교,MBC배 대학리그
1745,임창한,5,2:51:59,42,8,10,22,45.50%,4,17,23.50%,10,17,58.80%,3,16,3,8,1.6,5,0,0,0,11,9,0,0,3,0,0,19,0,0,2007,성균관대학교,MBC배 대학리그
1746,임창한,4,1:24:32,18,4,4,5,80.00%,2,8,25.00%,4,5,80.00%,5,2,1,2,0.5,3,0,0,0,4,10,0,0,3,0,0,8,0,0,2008,성균관대학교,MBC배 대학리그
1747,임창한,6,1:39:57,27,4,6,11,54.50%,4,8,50.00%,3,6,50.00%,1,7,1,3,0.5,8,0,0,0,3,6,0,0,2,0,0,7,0,0,2009,성균관대학교,MBC배 대학리그
1748,임현택,16,3:16:51,60,3,17,37,45.90%,6,28,21.40%,8,14,57.10%,21,42,3,1,0.1,6,4,0,0,10,4,0,0,6,0,0,14,4,2,2016,단국대학교,대학농구리그
1749,임현택,6,1:42:46,28,4,7,12,58.30%,4,17,23.50%,2,3,66.70%,6,15,3,1,0.2,4,2,0,0,4,2,0,0,1,4,0,1,0,0,2016,단국대학교,MBC배 대학리그
1750,임현택,16,7:48:01,203,12,70,152,46.10%,11,31,35.50%,30,38,78.90%,50,87,8,25,1.6,29,15,2,2,34,16,0,0,1,8,3,27,4,0,2018,단국대학교,대학농구리그
1751,임현택,5,1:54:02,59,11,24,44,54.50%,2,11,18.20%,5,9,55.60%,14,24,7,1,0.2,6,1,1,1,3,6,0,0,2,0,0,5,5,0,2018,단국대학교,MBC배 대학리그
1752,임현택,4,0:54:26,9,2,2,10,20.00%,1,7,14.30%,2,2,100.00%,6,10,4,1,0.3,1,2,0,0,4,1,0,0,0,0,1,1,4,0,2019,단국대학교,대학농구리그
1753,임현택,3,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,단국대학교,대학농구리그
1754,임현택,2,0:46:28,31,15,8,15,53.30%,2,8,25.00%,9,9,100.00%,5,13,9,3,1.5,0,3,2,2,3,0,0,0,0,2,0,3,0,0,2020,단국대학교,대학농구리그
1755,임효성,5,0:38:59,2,0,0,2,0.00%,0,3,0.00%,2,4,50.00%,1,4,1,2,0.4,5,0,0,0,6,2,0,0,2,0,0,3,0,0,2000,성균관대학교,MBC배 대학리그
1756,임효성,4,1:25:28,25,6,9,14,64.30%,1,6,16.70%,4,4,100.00%,4,5,2,4,1,7,0,0,0,2,9,0,0,1,0,0,7,0,0,2001,성균관대학교,MBC배 대학리그
1757,임효성,2,1:10:46,40,20,12,21,57.10%,4,11,36.40%,4,5,80.00%,1,7,4,4,2,6,0,0,0,0,5,0,0,5,0,0,6,0,0,2002,성균관대학교,MBC배 대학리그
1758,임효성,3,1:26:32,29,9,6,15,40.00%,5,12,41.70%,2,2,100.00%,3,1,1,7,2.3,7,0,0,0,2,5,0,0,6,0,0,4,0,0,2003,성균관대학교,MBC배 대학리그
1759,임휘종,5,2:45:09,50,10,14,31,45.20%,6,16,37.50%,4,4,100.00%,5,11,3,13,2.6,5,1,0,0,5,12,0,0,3,0,0,13,0,0,2003,고려대학교,MBC배 대학리그
1760,임휘종,5,2:58:22,71,14,16,28,57.10%,12,24,50.00%,3,6,50.00%,14,23,7,8,1.6,12,2,0,0,9,8,0,0,7,0,0,11,0,0,2005,고려대학교,MBC배 대학리그
1761,장규호,16,6:34:44,92,5,18,34,52.90%,16,56,28.60%,8,12,66.70%,13,27,2,12,0.8,14,1,0,0,11,17,0,0,10,6,1,22,0,0,2014,중앙대학교,대학농구리그
1762,장규호,4,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,중앙대학교,MBC배 대학리그
1763,장규호,16,2:19:58,53,3,10,20,50.00%,11,38,28.90%,0,0,0.00%,12,15,1,8,0.5,4,2,0,0,5,9,0,0,3,3,1,5,0,0,2015,중앙대학교,대학농구리그
1764,장규호,3,0:38:30,8,2,1,4,25.00%,2,10,20.00%,0,0,0.00%,4,6,3,3,1,3,1,0,0,1,2,0,0,1,0,0,1,0,0,2015,중앙대학교,MBC배 대학리그
1765,장규호,16,4:59:22,87,5,22,39,56.40%,13,48,27.10%,4,7,57.10%,23,35,3,11,0.7,13,3,0,0,10,8,0,0,7,5,1,13,0,0,2016,중앙대학교,대학농구리그
1766,장규호,4,1:01:15,21,5,4,7,57.10%,4,10,40.00%,1,3,33.30%,3,3,1,0,0,2,3,0,0,2,0,0,0,1,1,2,5,1,0,2016,중앙대학교,MBC배 대학리그
1767,장규호,16,6:44:03,107,6,34,56,60.70%,11,41,26.80%,6,6,100.00%,13,35,3,19,1.2,27,7,0,0,14,13,0,1,0,25,3,19,0,0,2017,중앙대학교,대학농구리그
1768,장규호,4,1:48:04,21,5,4,10,40.00%,4,12,33.30%,1,2,50.00%,3,4,1,11,2.8,6,4,0,0,4,1,0,0,0,3,0,8,1,0,2017,중앙대학교,MBC배 대학리그
1769,장문호,16,5:57:08,96,6,37,64,57.80%,0,14,0.00%,22,28,78.60%,35,43,4,5,0.3,17,3,0,0,13,11,0,0,16,3,1,21,0,0,2013,건국대학교,대학농구리그
1770,장문호,3,1:31:06,21,7,9,20,45.00%,0,4,0.00%,3,4,75.00%,6,10,5,3,1,1,0,0,0,5,4,0,0,4,0,0,10,0,0,2013,건국대학교,MBC배 대학리그
1771,장문호,16,9:15:30,202,12,48,101,47.50%,20,66,30.30%,46,72,63.90%,48,53,6,8,0.5,21,10,1,1,28,19,0,0,26,5,0,30,0,0,2014,건국대학교,대학농구리그
1772,장문호,5,2:39:22,68,13,15,31,48.40%,8,28,28.60%,14,20,70.00%,10,11,4,4,0.8,4,1,0,0,5,4,0,0,10,1,0,7,0,0,2014,건국대학교,MBC배 대학리그
1773,장문호,16,9:34:39,243,15,76,154,49.40%,15,51,29.40%,46,80,57.50%,55,80,8,10,0.6,23,8,0,0,23,17,0,0,31,3,3,39,0,0,2015,건국대학교,대학농구리그
1774,장문호,4,2:10:34,64,16,21,37,56.80%,5,10,50.00%,7,9,77.80%,15,14,7,1,0.3,3,0,0,0,5,6,0,0,8,1,2,9,0,0,2015,건국대학교,MBC배 대학리그
1775,장문호,13,7:31:28,187,14,62,123,50.40%,12,55,21.80%,27,46,58.70%,45,74,9,14,1.1,13,4,0,0,18,12,0,1,28,2,2,35,1,1,2016,건국대학교,대학농구리그
1776,장문호,1,0:00:02,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,건국대학교,MBC배 대학리그
1777,장민국,6,1:45:46,25,4,10,16,62.50%,1,8,12.50%,2,5,40.00%,8,11,3,0,0,4,0,0,0,10,4,0,0,4,0,0,8,0,0,2008,연세대학교,MBC배 대학리그
1778,장민국,1,0:05:24,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2009,연세대학교,MBC배 대학리그
1779,장민국,22,5:54:35,163,7,48,94,51.10%,14,43,32.60%,25,32,78.10%,21,49,3,10,0.5,13,14,0,1,23,14,0,0,2,13,4,19,3,0,2011,연세대학교,대학농구리그
1780,장민국,5,2:22:31,62,12,25,39,64.10%,4,16,25.00%,0,4,0.00%,13,29,8,3,0.6,4,6,0,0,4,2,0,0,6,6,1,9,0,0,2011,연세대학교,MBC배 대학리그
1781,장민범,5,1:26:39,35,7,9,15,60.00%,5,12,41.70%,2,4,50.00%,2,12,2,5,1,7,0,0,0,6,4,0,0,2,0,0,13,0,0,2009,경희대학교,MBC배 대학리그
1782,장민범,1,0:04:05,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,경희대학교,MBC배 대학리그
1783,장민범,4,0:30:07,2,0,1,4,25.00%,0,1,0.00%,0,0,0.00%,1,2,0,8,2,2,0,0,0,2,3,0,0,2,1,1,3,1,1,2013,경희대학교,대학농구리그
1784,장민범,5,0:17:47,4,0,1,1,100.00%,0,1,0.00%,2,2,100.00%,0,3,0,2,0.4,2,0,0,0,0,1,0,0,0,2,0,2,3,2,2013,경희대학교,MBC배 대학리그
1785,장영훈,1,0:04:48,1,1,0,0,0.00%,0,0,0.00%,1,2,50.00%,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2004,중앙대학교,MBC배 대학리그
1786,장재석,5,1:11:47,45,9,18,28,64.30%,0,0,0.00%,9,9,100.00%,4,9,2,6,1.2,4,3,0,0,9,4,0,0,2,0,0,3,0,0,2010,중앙대학교,MBC배 대학리그
1787,장재석,21,9:06:13,291,13,123,222,55.40%,0,1,0.00%,45,76,59.20%,81,86,7,24,1.1,27,45,11,11,30,25,0,0,18,25,4,44,0,0,2011,중앙대학교,대학농구리그
1788,장재석,5,2:06:58,67,13,27,47,57.40%,1,1,100.00%,10,16,62.50%,14,30,8,3,0.6,2,7,3,3,7,8,0,0,2,8,1,9,0,0,2011,중앙대학교,MBC배 대학리그
1789,장재석,22,9:38:46,406,18,166,235,70.60%,0,0,0.00%,74,117,63.20%,79,127,9,37,1.7,15,78,14,15,20,24,0,0,7,23,4,44,0,0,2012,중앙대학교,대학농구리그
1790,장재석,3,0:52:29,49,16,21,30,70.00%,0,0,0.00%,7,9,77.80%,9,17,8,4,1.3,0,8,2,3,2,4,0,0,2,1,0,3,0,0,2012,중앙대학교,MBC배 대학리그
1791,장태빈,14,1:31:48,19,1,5,16,31.30%,3,8,37.50%,0,0,0.00%,0,13,0,10,0.7,7,0,0,0,7,6,0,0,3,0,3,12,0,0,2015,고려대학교,대학농구리그
1792,장태빈,5,0:17:25,4,0,2,3,66.70%,0,1,0.00%,0,0,0.00%,1,2,0,2,0.4,1,0,0,0,0,1,0,0,1,1,1,3,0,0,2015,고려대학교,MBC배 대학리그
1793,장태빈,16,1:57:43,37,2,15,28,53.60%,1,7,14.30%,4,8,50.00%,3,5,0,7,0.4,5,0,0,0,8,7,0,0,2,3,0,8,0,1,2016,고려대학교,대학농구리그
1794,장태빈,4,0:26:28,15,3,6,8,75.00%,1,1,100.00%,0,0,0.00%,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,2016,고려대학교,MBC배 대학리그
1795,장태빈,16,3:48:08,79,4,24,70,34.30%,7,19,36.80%,10,14,71.40%,8,13,1,29,1.8,7,2,0,0,9,12,0,0,1,11,13,16,1,0,2017,고려대학교,대학농구리그
1796,장태빈,5,1:10:05,22,4,6,10,60.00%,3,7,42.90%,1,2,50.00%,3,4,1,6,1.2,2,1,0,0,1,3,0,0,0,2,1,5,1,0,2017,고려대학교,MBC배 대학리그
1797,장태빈,15,5:31:41,79,5,15,42,35.70%,15,51,29.40%,4,6,66.70%,13,26,2,62,4.1,7,4,0,0,9,11,0,0,0,4,5,36,6,0,2018,고려대학교,대학농구리그
1798,장태빈,5,2:26:52,43,8,9,16,56.30%,6,24,25.00%,7,8,87.50%,1,24,5,31,6.2,2,0,0,0,2,6,0,0,0,6,1,7,4,1,2018,고려대학교,MBC배 대학리그
1799,전건우,6,1:03:14,22,3,2,4,50.00%,6,13,46.20%,0,4,0.00%,1,5,1,3,0.5,6,0,0,0,6,3,0,0,5,0,0,4,0,0,2005,경희대학교,MBC배 대학리그
1800,전건우,7,1:32:15,17,2,6,14,42.90%,1,12,8.30%,2,8,25.00%,0,2,0,1,0.1,4,0,0,0,5,5,0,0,2,0,0,8,0,0,2006,경희대학교,MBC배 대학리그
1801,전건우,6,3:43:39,78,13,9,25,36.00%,15,40,37.50%,15,21,71.40%,11,11,3,8,1.3,11,0,0,0,6,7,0,0,4,0,0,13,0,0,2008,경희대학교,MBC배 대학리그
1802,전규철,2,0:17:06,5,2,1,5,20.00%,0,1,0.00%,3,4,75.00%,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,2001,동국대학교,MBC배 대학리그
1803,전규철,4,0:56:36,23,5,7,11,63.60%,2,11,18.20%,3,6,50.00%,7,8,3,3,0.8,2,0,0,0,6,7,0,0,2,0,0,7,0,0,2003,동국대학교,MBC배 대학리그
1804,전규철,3,1:01:37,29,9,9,20,45.00%,2,12,16.70%,5,10,50.00%,4,4,2,0,0,2,0,0,0,2,7,0,0,2,0,0,5,0,0,2004,동국대학교,MBC배 대학리그
1805,전병석,3,1:13:37,35,11,9,13,69.20%,5,14,35.70%,2,2,100.00%,0,3,1,2,0.7,0,0,0,0,2,3,0,0,1,0,0,4,0,0,1999,연세대학교,MBC배 대학리그
1806,전병석,3,1:42:47,42,14,8,12,66.70%,8,17,47.10%,2,2,100.00%,5,11,5,3,1,4,3,0,0,4,2,0,0,1,0,0,5,0,0,2000,연세대학교,MBC배 대학리그
1807,전병석,5,2:29:11,63,12,20,42,47.60%,6,25,24.00%,5,9,55.60%,19,18,7,1,0.2,6,5,0,0,6,4,0,0,3,0,0,6,0,0,2001,연세대학교,MBC배 대학리그
1808,전병석,5,2:23:39,83,16,25,43,58.10%,10,21,47.60%,3,6,50.00%,9,10,3,4,0.8,6,1,0,0,6,6,0,0,4,0,0,4,0,0,2002,연세대학교,MBC배 대학리그
1809,전성현,22,3:23:18,94,4,19,33,57.60%,18,46,39.10%,2,4,50.00%,5,11,0,8,0.4,4,1,0,0,7,9,0,0,7,13,4,8,0,0,2011,중앙대학교,대학농구리그
1810,전성현,5,0:49:08,20,4,3,8,37.50%,4,11,36.40%,2,2,100.00%,2,4,1,1,0.2,0,1,0,0,0,1,0,0,0,2,1,4,0,0,2011,중앙대학교,MBC배 대학리그
1811,전성현,22,3:42:41,131,5,28,55,50.90%,23,51,45.10%,6,6,100.00%,6,7,0,5,0.2,4,2,0,0,12,6,0,0,6,6,3,6,0,0,2012,중앙대학교,대학농구리그
1812,전성현,3,0:57:31,49,16,14,20,70.00%,7,14,50.00%,0,0,0.00%,2,4,2,0,0,1,0,0,0,3,2,0,0,3,8,2,1,0,0,2012,중앙대학교,MBC배 대학리그
1813,전성현,16,10:25:05,323,20,70,160,43.80%,55,114,48.20%,18,22,81.80%,13,28,2,34,2.1,20,2,0,0,14,10,0,0,13,13,7,33,0,0,2013,중앙대학교,대학농구리그
1814,전성현,4,1:37:48,58,14,20,41,48.80%,6,18,33.30%,0,0,0.00%,2,4,1,1,0.3,1,0,0,0,5,3,0,0,2,1,0,6,0,0,2013,중앙대학교,MBC배 대학리그
1815,전성환,16,8:40:13,107,6,25,70,35.70%,12,65,18.50%,21,31,67.70%,12,41,3,44,2.8,11,0,0,0,29,23,0,0,24,4,0,54,9,4,2016,상명대학교,대학농구리그
1816,전성환,3,1:48:17,33,11,7,26,26.90%,4,14,28.60%,7,10,70.00%,3,4,2,3,1,5,0,0,0,1,3,0,0,3,1,0,8,4,2,2016,상명대학교,MBC배 대학리그
1817,전성환,16,8:24:12,134,8,36,93,38.70%,11,48,22.90%,29,46,63.00%,2,42,2,81,5.1,25,2,0,0,10,29,0,0,3,12,7,55,1,1,2017,상명대학교,대학농구리그
1818,전성환,3,1:01:01,15,5,4,10,40.00%,1,6,16.70%,4,6,66.70%,0,5,1,13,4.3,3,0,0,0,1,5,0,0,0,0,0,3,3,0,2017,상명대학교,MBC배 대학리그
1819,전성환,16,9:26:15,166,10,49,111,44.10%,9,44,20.50%,41,55,74.50%,18,60,4,88,5.5,21,1,0,0,16,17,0,0,2,11,7,49,22,3,2018,상명대학교,대학농구리그
1820,전성환,4,2:15:17,29,7,3,15,20.00%,6,19,31.60%,5,6,83.30%,2,7,2,15,3.8,7,0,0,0,2,3,0,0,3,0,1,9,16,1,2018,상명대학교,MBC배 대학리그
1821,전성환,16,9:55:13,183,11,40,106,37.70%,21,69,30.40%,40,67,59.70%,7,34,2,98,6.1,17,3,0,0,14,17,0,0,3,11,6,52,7,3,2019,상명대학교,대학농구리그
1822,전성환,4,2:26:55,36,9,8,19,42.10%,5,19,26.30%,5,6,83.30%,4,8,3,35,8.8,2,0,0,0,1,3,0,0,1,1,0,9,2,2,2019,상명대학교,MBC배 대학리그
1823,전원석,4,0:43:00,13,3,2,2,100.00%,2,8,25.00%,3,4,75.00%,0,3,0,4,1,0,0,0,0,4,1,0,0,0,0,0,2,0,0,2002,고려대학교,MBC배 대학리그
1824,전원석,4,1:32:06,20,5,7,11,63.60%,1,6,16.70%,3,8,37.50%,4,7,2,6,1.5,3,0,0,0,5,7,0,0,3,0,0,7,0,0,2003,고려대학교,MBC배 대학리그
1825,전원석,4,0:53:21,19,4,5,7,71.40%,2,7,28.60%,3,5,60.00%,3,2,1,4,1,1,2,0,0,7,1,0,0,6,0,0,8,0,0,2004,고려대학교,MBC배 대학리그
1826,전원석,5,1:35:00,30,6,7,20,35.00%,4,18,22.20%,4,8,50.00%,1,6,1,2,0.4,2,1,0,0,8,3,0,0,1,0,0,4,0,0,2005,고려대학교,MBC배 대학리그
1827,전정규,5,1:39:43,62,12,11,15,73.30%,9,27,33.30%,13,13,100.00%,9,8,3,4,0.8,8,0,0,0,9,5,0,0,2,0,0,10,0,0,2002,연세대학교,MBC배 대학리그
1828,전정규,4,1:17:50,51,12,12,14,85.70%,8,13,61.50%,3,6,50.00%,3,10,3,2,0.5,3,1,0,0,6,4,0,0,1,0,0,7,0,0,2003,연세대학교,MBC배 대학리그
1829,전정규,7,3:16:06,87,12,22,42,52.40%,11,32,34.40%,10,11,90.90%,8,16,3,3,0.4,9,0,0,0,6,15,0,0,3,0,0,10,0,0,2004,연세대학교,MBC배 대학리그
1830,전정규,7,4:00:13,170,24,30,55,54.50%,24,57,42.10%,38,48,79.20%,13,23,5,5,0.7,7,2,0,0,10,8,0,0,6,0,0,10,0,0,2005,연세대학교,MBC배 대학리그
1831,전준범,4,0:43:39,29,7,7,12,58.30%,5,9,55.60%,0,0,0.00%,5,7,3,2,0.5,3,0,0,0,4,3,0,0,0,0,0,2,0,0,2010,연세대학교,MBC배 대학리그
1832,전준범,21,5:01:59,136,6,35,53,66.00%,18,53,34.00%,12,19,63.20%,13,37,2,17,0.8,12,12,1,1,17,16,0,0,1,23,11,19,25,3,2011,연세대학교,대학농구리그
1833,전준범,5,2:02:25,62,12,8,11,72.70%,13,31,41.90%,7,10,70.00%,7,11,3,3,0.6,4,3,1,1,7,7,0,0,3,5,2,9,9,3,2011,연세대학교,MBC배 대학리그
1834,전준범,22,8:34:52,210,9,57,113,50.40%,21,68,30.90%,33,47,70.20%,16,72,4,32,1.5,20,14,0,0,31,25,0,0,11,20,4,25,0,0,2012,연세대학교,대학농구리그
1835,전준범,3,1:17:18,36,12,7,17,41.20%,6,15,40.00%,4,6,66.70%,5,14,6,3,1,1,5,0,1,3,7,0,0,1,0,1,2,0,0,2012,연세대학교,MBC배 대학리그
