,선수명,경기수,전체 출전시간,득점 전체,득점 평균,2점슛 성공,2점슛 시도,2점슛 성공률,3점슛 성공,3점슛 시도,3점슛 성공률,자유투 성공,자유투 시도,자유투 성공률,공격 리바운드,수비 리바운드,평균 리바운드,전체 어시스트,평균 어시스트,스틸,블록,덩크슛 성공,덩크슛 시도,파울(자유튜유),파울(자유투무),IDF,테크니컬 파울,굿디펜스,속공,FBF,턴오버,팀 리바운드,팀 턴오버,대회년도,대학교,대회명
1331,윤호진,1,0:01:27,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,연세대학교,MBC배 대학리그
1332,윤호진,1,0:08:15,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,연세대학교,MBC배 대학리그
1333,윤호진,3,0:14:01,2,0,0,3,0.00%,0,1,0.00%,2,4,50.00%,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,2002,연세대학교,MBC배 대학리그
1334,윤훈원,3,1:02:55,23,7,10,14,71.40%,0,0,0.00%,3,3,100.00%,8,6,4,1,0.3,4,2,0,0,4,3,0,0,4,0,0,8,0,0,1999,경희대학교,MBC배 대학리그
1335,은희석,3,1:40:14,37,12,12,18,66.70%,1,3,33.30%,10,17,58.80%,4,6,3,8,2.7,4,0,0,0,10,2,0,0,3,0,0,13,0,0,1999,연세대학교,MBC배 대학리그
1336,이건희,14,0:49:49,17,1,6,16,37.50%,1,2,50.00%,2,4,50.00%,3,8,0,0,0,2,0,0,0,4,4,0,0,0,0,1,6,0,0,2014,경희대학교,대학농구리그
1337,이건희,10,2:57:33,42,4,15,38,39.50%,4,11,36.40%,0,2,0.00%,11,24,3,4,0.4,5,4,0,0,8,10,0,0,7,2,1,10,2,1,2015,경희대학교,대학농구리그
1338,이건희,5,2:02:02,46,9,12,21,57.10%,3,8,37.50%,13,16,81.30%,9,18,5,1,0.2,3,1,0,0,6,7,0,0,3,0,0,10,2,1,2015,경희대학교,MBC배 대학리그
1339,이건희,6,0:58:54,9,1,4,9,44.40%,0,2,0.00%,1,1,100.00%,1,6,1,0,0,4,1,0,0,6,4,0,0,2,0,0,2,2,0,2016,경희대학교,대학농구리그
1340,이건희,15,6:17:33,100,6,27,73,37.00%,11,28,39.30%,13,24,54.20%,38,47,5,11,0.7,13,19,0,0,18,24,0,1,4,1,1,30,10,2,2017,경희대학교,대학농구리그
1341,이건희,5,1:53:47,20,4,5,20,25.00%,1,8,12.50%,7,10,70.00%,7,17,4,3,0.6,7,1,0,0,6,3,0,0,1,1,1,11,1,0,2017,경희대학교,MBC배 대학리그
1342,이관희,3,0:06:44,4,1,2,2,100.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2007,연세대학교,MBC배 대학리그
1343,이관희,4,1:59:02,61,15,21,41,51.20%,3,12,25.00%,10,12,83.30%,7,15,5,5,1.3,3,3,0,0,3,8,0,0,8,0,0,8,0,0,2010,연세대학교,MBC배 대학리그
1344,이관희,1,0:34:56,12,12,6,7,85.70%,0,0,0.00%,0,0,0.00%,1,4,5,2,2,2,0,0,0,1,2,0,0,1,0,0,2,0,0,2010,연세대학교,MBC배 대학리그
1345,이광재,1,0:03:28,4,4,1,2,50.00%,0,0,0.00%,2,2,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2003,연세대학교,MBC배 대학리그
1346,이광재,7,2:46:49,79,11,26,43,60.50%,4,11,36.40%,15,21,71.40%,4,16,2,4,0.6,11,0,0,0,4,5,0,0,1,0,0,14,0,0,2004,연세대학교,MBC배 대학리그
1347,이광재,7,3:15:35,91,13,26,53,49.10%,11,31,35.50%,6,15,40.00%,9,15,3,2,0.3,12,0,0,0,6,15,0,0,1,0,0,12,0,0,2005,연세대학교,MBC배 대학리그
1348,이광재,6,2:41:32,90,15,19,35,54.30%,13,33,39.40%,13,20,65.00%,8,13,3,4,0.7,2,1,0,0,5,12,0,0,2,0,0,8,0,0,2006,연세대학교,MBC배 대학리그
1349,이광진,16,4:04:37,84,5,25,43,58.10%,9,27,33.30%,7,14,50.00%,20,37,3,3,0.2,2,11,2,3,20,10,0,1,1,9,4,7,5,2,2017,동국대학교,대학농구리그
1350,이광진,4,1:13:43,25,6,7,18,38.90%,3,6,50.00%,2,3,66.70%,8,11,4,2,0.5,2,0,0,0,0,3,0,0,0,1,0,3,3,0,2017,동국대학교,MBC배 대학리그
1351,이광진,6,2:52:44,102,17,36,56,64.30%,3,13,23.10%,21,30,70.00%,11,34,7,3,0.5,5,4,2,2,7,8,0,0,0,5,4,5,7,0,2018,동국대학교,대학농구리그
1352,이광진,3,1:19:32,21,7,8,12,66.70%,0,3,0.00%,5,10,50.00%,7,12,6,3,1,3,2,2,2,1,2,0,0,0,3,0,5,0,0,2018,동국대학교,MBC배 대학리그
1353,이광진,16,6:57:30,181,11,46,76,60.50%,18,39,46.20%,35,48,72.90%,24,63,5,8,0.5,14,5,2,3,17,16,0,0,6,13,2,19,12,4,2019,동국대학교,대학농구리그
1354,이광진,3,1:19:13,42,14,13,18,72.20%,3,7,42.90%,7,15,46.70%,8,13,7,2,0.7,3,3,0,0,1,7,0,0,0,2,0,3,0,0,2019,동국대학교,MBC배 대학리그
1355,이광진,3,0:58:17,18,6,5,11,45.50%,2,7,28.60%,2,4,50.00%,7,11,6,1,0.3,0,2,0,0,4,2,0,0,0,1,1,2,3,1,2020,동국대학교,대학농구리그
1356,이광진,3,1:25:12,50,16,12,21,57.10%,6,12,50.00%,8,16,50.00%,13,13,8,0,0,3,1,1,1,1,2,0,0,0,4,1,2,2,0,2020,동국대학교,대학농구리그
1357,이규섭,7,4:05:35,141,20,54,84,64.30%,4,11,36.40%,21,24,87.50%,11,32,6,4,0.6,5,15,0,0,3,17,0,0,5,0,0,16,0,0,1999,고려대학교,MBC배 대학리그
1358,이근석,4,1:47:10,68,17,15,28,53.60%,12,24,50.00%,2,2,100.00%,5,8,3,3,0.8,2,7,0,0,9,9,0,0,3,0,0,6,0,0,2000,고려대학교,MBC배 대학리그
1359,이근석,4,0:17:07,2,0,1,4,25.00%,0,3,0.00%,0,0,0.00%,1,2,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,2002,고려대학교,MBC배 대학리그
1360,이근휘,16,9:02:08,284,17,38,67,56.70%,57,155,36.80%,37,43,86.00%,25,39,4,38,2.4,23,2,0,0,10,4,0,0,0,16,9,21,10,1,2019,한양대학교,대학농구리그
1361,이근휘,3,1:22:05,36,12,7,8,87.50%,7,18,38.90%,1,3,33.30%,5,3,2,4,1.3,0,0,0,0,0,1,0,0,1,3,2,3,1,0,2019,한양대학교,MBC배 대학리그
1362,이근휘,3,1:41:18,86,28,9,13,69.20%,21,43,48.80%,5,8,62.50%,2,12,4,1,0.3,1,1,0,0,2,4,0,0,0,3,3,1,0,0,2020,한양대학교,대학농구리그
1363,이대성,3,0:24:56,12,4,3,3,100.00%,1,1,100.00%,3,4,75.00%,1,0,0,1,0.3,2,1,0,0,1,1,0,0,2,0,0,6,0,0,2009,중앙대학교,MBC배 대학리그
1364,이대성,5,0:40:41,20,4,7,10,70.00%,2,5,40.00%,0,0,0.00%,2,4,1,2,0.4,3,1,0,0,3,2,0,0,0,0,0,5,0,0,2010,중앙대학교,MBC배 대학리그
1365,이대성,8,0:47:09,19,2,8,16,50.00%,0,1,0.00%,3,5,60.00%,2,3,0,7,0.9,0,3,0,0,3,1,0,0,1,1,0,5,0,0,2011,중앙대학교,대학농구리그
1366,이대연,4,1:10:57,18,4,7,15,46.70%,0,0,0.00%,4,5,80.00%,2,14,4,0,0,1,0,0,0,10,4,0,0,2,0,0,5,0,0,2008,조선대학교,MBC배 대학리그
1367,이대연,4,2:40:00,42,10,17,40,42.50%,0,0,0.00%,8,11,72.70%,9,18,6,1,0.3,2,7,0,0,5,5,0,0,2,0,0,10,0,0,2009,조선대학교,MBC배 대학리그
1368,이대연,3,1:52:27,49,16,21,39,53.80%,0,0,0.00%,7,14,50.00%,14,12,8,0,0,1,7,0,0,4,2,0,0,7,0,0,4,0,0,2010,조선대학교,MBC배 대학리그
1369,이대연,22,13:37:50,353,16,137,236,58.10%,0,0,0.00%,79,113,69.90%,91,105,8,21,1,12,31,2,3,58,23,0,0,29,18,3,44,56,4,2011,조선대학교,대학농구리그
1370,이대연,3,1:55:08,67,22,30,46,65.20%,0,0,0.00%,7,19,36.80%,13,16,9,5,1.7,3,0,2,2,4,6,0,0,9,7,1,4,7,0,2011,조선대학교,MBC배 대학리그
1371,이대헌,22,11:18:58,299,13,127,208,61.10%,0,0,0.00%,45,76,59.20%,76,66,6,37,1.7,21,9,0,0,30,34,0,0,14,11,5,60,0,0,2012,동국대학교,대학농구리그
1372,이대헌,3,1:22:47,41,13,18,29,62.10%,0,0,0.00%,5,8,62.50%,8,11,6,2,0.7,1,0,0,1,5,4,0,0,4,2,1,8,0,0,2012,동국대학교,MBC배 대학리그
1373,이대헌,16,8:33:50,210,13,93,151,61.60%,0,1,0.00%,24,45,53.30%,73,68,8,17,1.1,18,8,2,2,16,20,0,1,14,6,2,37,4,1,2013,동국대학교,대학농구리그
1374,이대헌,3,1:34:49,47,15,19,40,47.50%,0,1,0.00%,9,14,64.30%,9,20,9,5,1.7,5,0,0,0,5,4,0,0,2,0,0,7,1,0,2013,동국대학교,MBC배 대학리그
1375,이대헌,16,8:08:33,229,14,99,172,57.60%,1,14,7.10%,28,51,54.90%,55,69,7,12,0.8,19,8,2,2,17,33,0,0,10,7,1,39,1,0,2014,동국대학교,대학농구리그
1376,이대헌,3,1:51:56,49,16,21,38,55.30%,1,6,16.70%,4,7,57.10%,8,21,9,2,0.7,3,1,0,0,2,5,0,0,2,1,0,2,1,0,2014,동국대학교,MBC배 대학리그
1377,이대헌,14,7:17:11,224,16,97,165,58.80%,0,3,0.00%,30,55,54.50%,43,63,7,18,1.3,19,5,0,0,15,23,0,0,16,9,3,41,0,0,2015,동국대학교,대학농구리그
1378,이대헌,3,1:23:43,36,12,16,33,48.50%,0,0,0.00%,4,4,100.00%,7,12,6,4,1.3,1,1,0,0,1,8,0,0,8,1,1,9,0,0,2015,동국대학교,MBC배 대학리그
1379,이대혁,4,1:06:05,40,10,15,24,62.50%,0,0,0.00%,10,13,76.90%,10,11,5,0,0,4,3,0,0,7,2,0,0,1,0,0,6,0,0,2009,건국대학교,MBC배 대학리그
1380,이대혁,4,2:00:52,55,13,23,36,63.90%,0,0,0.00%,9,16,56.30%,13,18,7,0,0,1,5,0,0,10,6,0,0,3,0,0,9,0,0,2010,건국대학교,MBC배 대학리그
1381,이대혁,3,1:38:29,58,19,23,35,65.70%,0,2,0.00%,12,19,63.20%,9,20,9,3,1,9,2,4,4,6,4,0,0,4,7,2,9,0,0,2011,건국대학교,대학농구리그
1382,이대혁,12,5:32:21,129,10,51,102,50.00%,0,0,0.00%,27,47,57.40%,58,50,9,2,0.2,14,11,2,2,23,14,0,0,7,5,1,11,0,0,2013,건국대학교,대학농구리그
1383,이대혁,3,0:47:25,25,8,11,21,52.40%,0,0,0.00%,3,6,50.00%,12,4,5,1,0.3,2,3,0,0,5,3,0,0,3,0,0,4,0,0,2013,건국대학교,MBC배 대학리그
1384,이도헌,7,0:27:22,4,0,1,6,16.70%,0,2,0.00%,2,2,100.00%,0,5,0,3,0.4,4,0,0,0,2,2,0,0,0,1,0,1,1,0,2016,명지대학교,대학농구리그
1385,이도헌,3,0:05:41,3,1,0,0,0.00%,1,1,100.00%,0,0,0.00%,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2016,명지대학교,MBC배 대학리그
1386,이도헌,16,0:24:08,12,0,3,7,42.90%,1,7,14.30%,3,4,75.00%,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,0,0,2017,명지대학교,대학농구리그
1387,이도헌,3,0:03:20,6,2,2,2,100.00%,0,1,0.00%,2,3,66.70%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,명지대학교,MBC배 대학리그
1388,이도헌,16,6:26:48,207,12,43,81,53.10%,27,76,35.50%,40,50,80.00%,15,59,4,54,3.4,18,4,0,0,33,19,0,1,5,20,5,29,1,0,2019,명지대학교,대학농구리그
1389,이도헌,3,2:00:59,51,17,11,22,50.00%,6,16,37.50%,11,13,84.60%,6,10,5,20,6.7,6,1,0,0,4,3,0,0,0,5,1,6,2,1,2020,명지대학교,대학농구리그
1390,이도헌,3,1:31:58,24,8,8,14,57.10%,0,8,0.00%,8,11,72.70%,3,19,7,23,7.7,3,1,0,0,3,10,0,0,1,6,4,10,0,0,2020,명지대학교,대학농구리그
1394,이동건,4,1:58:43,53,13,6,13,46.20%,12,27,44.40%,5,10,50.00%,1,6,1,7,1.8,3,1,0,0,8,6,0,0,4,0,0,11,0,0,2009,한양대학교,MBC배 대학리그
1395,이동건,3,1:56:21,24,8,2,13,15.40%,5,14,35.70%,5,8,62.50%,1,8,3,4,1.3,3,1,0,0,3,5,0,0,3,0,0,6,0,0,2010,한양대학교,MBC배 대학리그
1396,이동건,22,12:14:22,301,13,68,127,53.50%,32,82,39.00%,69,86,80.20%,32,61,4,121,5.5,28,5,0,0,21,27,0,0,24,38,10,66,6,0,2011,한양대학교,대학농구리그
1397,이동건,4,2:16:53,46,11,8,19,42.10%,7,16,43.80%,9,11,81.80%,6,11,4,16,4,7,0,0,0,4,8,0,0,0,3,1,12,0,0,2011,한양대학교,MBC배 대학리그
1398,이동엽,17,6:25:24,86,5,29,62,46.80%,6,40,15.00%,10,19,52.60%,17,38,3,43,2.5,19,5,0,0,12,17,0,0,8,12,7,23,0,0,2012,고려대학교,대학농구리그
1399,이동엽,20,0:33:38,16,0,2,4,50.00%,4,12,33.30%,0,0,0.00%,1,5,0,1,0.1,1,0,0,0,3,2,0,0,1,0,1,1,0,0,2012,한양대학교,대학농구리그
1400,이동엽,3,1:35:22,30,10,10,13,76.90%,2,11,18.20%,4,7,57.10%,5,9,4,12,4,5,0,0,0,2,2,0,0,5,3,0,5,0,0,2012,고려대학교,MBC배 대학리그
1401,이동엽,3,0:02:23,0,0,0,0,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,한양대학교,MBC배 대학리그
1402,이동엽,9,3:15:06,43,4,14,33,42.40%,5,19,26.30%,0,2,0.00%,10,11,2,18,2,8,2,0,0,2,10,0,0,3,5,2,15,0,0,2013,고려대학교,대학농구리그
1403,이동엽,15,0:10:36,4,0,0,0,0.00%,1,5,20.00%,1,2,50.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2013,한양대학교,대학농구리그
1404,이동엽,5,1:20:34,17,3,4,13,30.80%,2,13,15.40%,3,4,75.00%,8,7,3,9,1.8,4,0,0,0,6,3,0,0,3,2,0,6,0,0,2013,고려대학교,MBC배 대학리그
1405,이동엽,5,0:27:07,11,2,4,6,66.70%,1,6,16.70%,0,0,0.00%,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,2013,한양대학교,MBC배 대학리그
1406,이동엽,14,5:55:26,100,7,28,54,51.90%,10,23,43.50%,14,18,77.80%,26,48,5,39,2.8,22,1,0,0,7,17,0,0,6,8,1,24,11,1,2014,고려대학교,대학농구리그
1407,이동엽,16,4:06:15,102,6,7,12,58.30%,28,79,35.40%,4,7,57.10%,4,17,1,1,0.1,4,0,0,0,6,6,0,0,1,2,2,7,2,2,2014,한양대학교,대학농구리그
1408,이동엽,5,1:39:48,27,5,10,21,47.60%,1,5,20.00%,4,5,80.00%,9,6,3,8,1.6,7,0,0,0,3,6,0,0,3,7,3,7,2,0,2014,고려대학교,MBC배 대학리그
1409,이동엽,4,1:20:59,28,7,1,4,25.00%,7,24,29.20%,5,5,100.00%,3,9,3,0,0,0,0,0,0,2,2,0,0,0,3,2,2,0,0,2014,한양대학교,MBC배 대학리그
1410,이동엽,16,7:25:57,209,13,58,108,53.70%,18,39,46.20%,39,54,72.20%,20,48,4,46,2.9,18,4,0,0,10,26,0,0,10,9,2,23,0,0,2015,고려대학교,대학농구리그
1411,이동엽,14,0:30:38,10,0,1,2,50.00%,2,9,22.20%,2,4,50.00%,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,2015,한양대학교,대학농구리그
1412,이동엽,5,2:25:44,50,10,16,33,48.50%,4,15,26.70%,6,11,54.50%,8,12,4,15,3,8,1,0,0,6,6,0,0,4,5,1,10,0,0,2015,고려대학교,MBC배 대학리그
1413,이동준,3,1:04:08,17,5,5,7,71.40%,2,11,18.20%,1,1,100.00%,0,2,0,4,1.3,1,0,0,0,6,6,0,0,1,0,0,9,0,0,1999,경희대학교,MBC배 대학리그
1414,이동준,3,1:35:30,50,16,9,16,56.30%,8,20,40.00%,8,11,72.70%,2,7,3,0,0,3,0,0,0,6,2,0,0,0,0,0,5,0,0,2001,경희대학교,MBC배 대학리그
1415,이동준,6,3:31:43,112,18,37,63,58.70%,8,26,30.80%,14,18,77.80%,16,28,7,4,0.7,9,0,0,0,7,10,0,0,9,0,0,10,0,0,2002,경희대학교,MBC배 대학리그
1416,이동하,3,0:23:46,12,4,6,10,60.00%,0,3,0.00%,0,0,0.00%,2,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,2008,중앙대학교,MBC배 대학리그
1417,이동하,4,1:05:56,26,6,10,20,50.00%,2,5,40.00%,0,0,0.00%,3,3,1,3,0.8,1,0,0,0,2,0,0,0,0,0,0,3,0,0,2009,중앙대학교,MBC배 대학리그
1418,이동하,5,0:20:28,8,1,4,5,80.00%,0,0,0.00%,0,0,0.00%,0,3,0,0,0,1,0,0,0,4,0,0,0,1,0,0,2,0,0,2010,중앙대학교,MBC배 대학리그
1419,이동하,22,4:43:13,108,4,41,77,53.20%,6,21,28.60%,8,9,88.90%,14,25,1,7,0.3,8,3,0,0,20,19,0,0,8,14,2,16,1,0,2011,중앙대학교,대학농구리그
1420,이동하,5,1:33:10,43,8,21,32,65.60%,0,1,0.00%,1,2,50.00%,6,8,2,5,1,3,0,0,0,2,3,0,0,1,6,2,5,0,0,2011,중앙대학교,MBC배 대학리그
1421,이동희,16,0:47:13,12,0,3,10,30.00%,0,0,0.00%,6,14,42.90%,6,6,0,0,0,0,0,0,0,5,1,0,0,1,0,0,3,0,0,2016,명지대학교,대학농구리그
1422,이동희,3,0:33:03,10,3,4,7,57.10%,0,0,0.00%,2,5,40.00%,4,3,2,1,0.3,1,0,0,0,3,2,0,0,2,0,0,0,0,1,2016,명지대학교,MBC배 대학리그
1423,이동희,16,5:27:43,100,6,44,89,49.40%,0,0,0.00%,12,23,52.20%,35,59,5,11,0.7,9,6,0,0,13,8,0,0,1,4,3,18,2,0,2017,명지대학교,대학농구리그
1424,이동희,3,1:42:35,25,8,12,24,50.00%,0,0,0.00%,1,3,33.30%,7,9,5,9,3,2,2,0,0,2,3,0,0,0,2,0,8,0,0,2017,명지대학교,MBC배 대학리그
1425,이동희,16,8:55:24,246,15,113,195,57.90%,0,2,0.00%,20,36,55.60%,51,104,9,17,1.1,11,6,0,0,23,14,0,0,2,17,1,30,8,1,2018,명지대학교,대학농구리그
1426,이동희,3,1:24:54,29,9,14,25,56.00%,0,0,0.00%,1,7,14.30%,4,20,8,3,1,1,0,0,0,3,5,0,0,0,2,2,8,1,0,2018,명지대학교,MBC배 대학리그
1427,이동희,16,8:37:23,221,13,88,168,52.40%,0,0,0.00%,45,67,67.20%,43,96,8,29,1.8,14,10,0,0,20,19,0,0,0,13,5,49,8,2,2019,명지대학교,대학농구리그
1428,이동희,3,2:00:00,45,15,13,32,40.60%,0,0,0.00%,19,22,86.40%,8,24,10,6,2,2,1,0,0,3,2,0,0,0,0,1,15,5,2,2019,명지대학교,MBC배 대학리그
1429,이두훈,2,1:13:35,46,23,18,34,52.90%,0,1,0.00%,10,11,90.90%,7,6,6,5,2.5,0,1,0,0,4,2,0,0,3,0,0,6,0,0,1999,단국대학교,MBC배 대학리그
1430,이두훈,2,1:12:45,36,18,15,30,50.00%,0,1,0.00%,6,7,85.70%,7,4,5,4,2,1,2,0,0,1,2,0,0,6,0,0,3,0,0,2000,단국대학교,MBC배 대학리그
1431,이민석,10,4:12:26,95,9,23,43,53.50%,11,41,26.80%,16,17,94.10%,15,36,5,11,1.1,7,4,0,0,6,2,0,0,1,6,1,17,10,2,2018,동국대학교,대학농구리그
1432,이민석,15,6:45:57,178,11,46,91,50.50%,20,65,30.80%,26,36,72.20%,21,41,4,28,1.9,18,6,1,1,11,14,0,1,1,10,4,15,7,1,2019,동국대학교,대학농구리그
1433,이민석,3,1:13:08,13,4,2,12,16.70%,3,14,21.40%,0,2,0.00%,0,7,2,5,1.7,2,1,0,0,2,2,0,0,0,0,2,3,0,0,2019,동국대학교,MBC배 대학리그
1434,이민석,3,0:49:22,16,5,2,9,22.20%,3,5,60.00%,3,5,60.00%,1,7,2,5,1.7,3,1,0,0,1,2,0,0,0,1,1,3,0,0,2020,동국대학교,대학농구리그
1435,이민석,3,0:47:00,15,5,5,9,55.60%,1,5,20.00%,2,2,100.00%,6,7,4,1,0.3,0,1,0,0,5,1,0,0,0,1,0,4,0,0,2020,동국대학교,대학농구리그
1436,이민석,3,1:35:35,39,13,11,21,52.40%,5,18,27.80%,2,2,100.00%,8,6,4,5,1.7,2,1,0,0,5,3,0,0,1,2,0,3,5,0,2021,동국대학교,대학농구리그
1437,이민석,3,1:24:59,40,13,12,17,70.60%,4,14,28.60%,4,5,80.00%,5,11,5,8,2.7,3,1,0,0,3,2,0,0,0,1,1,7,4,0,2021,동국대학교,대학농구리그
1438,이민영,16,1:41:07,37,2,10,13,76.90%,5,11,45.50%,2,2,100.00%,3,5,0,2,0.1,6,0,0,0,5,8,0,0,3,3,0,11,0,0,2014,경희대학교,대학농구리그
1439,이민영,5,0:07:51,4,0,0,0,0.00%,1,1,100.00%,1,2,50.00%,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2014,경희대학교,MBC배 대학리그
1440,이민영,16,3:19:26,71,4,21,36,58.30%,7,20,35.00%,8,9,88.90%,4,17,1,7,0.4,6,0,0,0,7,10,0,0,5,4,3,12,0,0,2015,경희대학교,대학농구리그
1441,이민영,5,0:59:45,7,1,2,11,18.20%,1,1,100.00%,0,0,0.00%,1,6,1,1,0.2,4,0,0,0,2,4,0,0,2,0,0,4,0,0,2015,경희대학교,MBC배 대학리그
1442,이민영,15,7:02:47,150,10,41,106,38.70%,15,42,35.70%,23,29,79.30%,10,48,3,21,1.4,22,1,0,0,13,19,0,0,17,8,6,29,10,3,2016,경희대학교,대학농구리그
1443,이민영,3,0:31:08,9,3,3,6,50.00%,1,5,20.00%,0,0,0.00%,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,2016,경희대학교,MBC배 대학리그
1444,이민영,16,8:30:33,191,11,49,120,40.80%,18,69,26.10%,39,50,78.00%,14,49,3,58,3.6,34,4,0,0,17,13,0,0,5,17,11,48,9,1,2017,경희대학교,대학농구리그
1445,이민영,5,2:27:16,67,13,19,33,57.60%,7,19,36.80%,8,9,88.90%,3,13,3,15,3,9,1,0,0,7,4,0,0,0,4,5,11,3,0,2017,경희대학교,MBC배 대학리그
1446,이민재,3,0:12:29,1,0,0,3,0.00%,0,1,0.00%,1,4,25.00%,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2006,동국대학교,MBC배 대학리그
1447,이민재,5,1:49:34,52,10,5,10,50.00%,12,27,44.40%,6,7,85.70%,5,4,1,0,0,2,0,0,0,8,6,0,0,5,0,0,9,0,0,2007,동국대학교,MBC배 대학리그
1448,이민재,4,2:13:39,44,11,11,23,47.80%,6,24,25.00%,4,7,57.10%,2,7,2,7,1.8,10,1,0,0,3,7,0,0,6,0,0,7,0,0,2008,동국대학교,MBC배 대학리그
1449,이민재,6,3:07:55,70,11,8,21,38.10%,14,38,36.80%,12,17,70.60%,10,18,4,20,3.3,14,1,0,0,5,6,0,0,11,0,0,9,0,0,2009,동국대학교,MBC배 대학리그
1450,이병석,3,1:49:59,57,19,14,29,48.30%,6,13,46.20%,11,12,91.70%,5,7,4,2,0.7,8,0,0,0,3,8,0,0,2,0,0,11,0,0,1999,명지대학교,MBC배 대학리그
1451,이병윤,4,2:18:11,68,17,31,50,62.00%,0,0,0.00%,6,16,37.50%,11,12,5,0,0,2,3,0,0,1,10,0,0,2,0,0,14,0,0,2000,고려대학교,MBC배 대학리그
1452,이병윤,1,0:01:46,0,0,0,2,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,고려대학교,MBC배 대학리그
1453,이병윤,1,0:04:06,0,0,0,1,0.00%,0,0,0.00%,0,0,0.00%,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2002,고려대학교,MBC배 대학리그
1454,이병윤,1,0:02:22,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,고려대학교,MBC배 대학리그
1455,이상수,2,0:52:53,28,14,12,21,57.10%,0,3,0.00%,4,6,66.70%,7,9,8,0,0,2,2,0,0,3,3,0,0,9,0,0,5,0,0,2004,건국대학교,MBC배 대학리그
1456,이상수,4,1:12:04,25,6,10,25,40.00%,0,7,0.00%,5,10,50.00%,8,8,4,0,0,4,0,0,0,2,5,0,0,3,0,0,9,0,0,2005,건국대학교,MBC배 대학리그
1457,이상수,5,2:53:04,99,19,25,50,50.00%,10,29,34.50%,19,24,79.20%,6,9,3,7,1.4,2,0,0,0,6,4,0,0,10,0,0,15,0,0,2006,건국대학교,MBC배 대학리그
1458,이상수,5,2:47:21,95,19,32,63,50.80%,8,34,23.50%,7,9,77.80%,6,11,3,1,0.2,4,0,0,0,5,9,0,0,12,0,0,13,0,0,2007,건국대학교,MBC배 대학리그
1459,이상일,6,1:14:42,30,5,15,28,53.60%,0,0,0.00%,0,2,0.00%,7,15,3,1,0.2,1,5,0,0,5,2,0,0,1,0,0,5,0,0,2005,한양대학교,MBC배 대학리그
1460,이상일,5,0:54:18,22,4,10,17,58.80%,0,0,0.00%,2,4,50.00%,7,4,2,1,0.2,0,1,0,0,3,3,0,0,6,0,0,2,0,0,2006,한양대학교,MBC배 대학리그
1461,이상일,4,2:04:11,39,9,16,24,66.70%,0,0,0.00%,7,11,63.60%,8,14,5,4,1,3,2,0,0,7,6,0,0,7,0,0,11,0,0,2007,한양대학교,MBC배 대학리그
1462,이상일,5,3:10:04,77,15,35,56,62.50%,0,0,0.00%,7,10,70.00%,21,34,11,5,1,9,3,0,0,10,7,0,0,4,0,0,13,0,0,2008,한양대학교,MBC배 대학리그
1463,이상준,5,1:20:52,38,7,8,15,53.30%,7,19,36.80%,1,2,50.00%,4,10,2,1,0.2,2,0,0,0,2,6,0,0,2,0,0,2,0,0,2001,연세대학교,MBC배 대학리그
1464,이상준,3,0:21:52,4,1,1,1,100.00%,0,2,0.00%,2,2,100.00%,0,2,0,1,0.3,1,0,0,0,2,2,0,0,0,0,0,2,0,0,2002,연세대학교,MBC배 대학리그
1465,이상준,2,0:21:47,5,2,0,1,0.00%,1,4,25.00%,2,2,100.00%,2,5,3,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2003,연세대학교,MBC배 대학리그
